Due_date,Due_month,Due_band,Tenure_band,new_old,disbursal_category,reloan_type,payment_tenure,state,zone,cnt_due,amt_due,cnt_paid,collection_amount,sanction_amount
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,minus_5,ANDHRA PRADESH,South,0,0.0,0,1000,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,minus_13,ANDHRA PRADESH,South,0,0.0,0,600,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_15,MADHYA PRADESH,West,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,B,,plus_4,JHARKHAND,East,0,0.0,0,3000,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,E,,DD,CHHATTISGARH,East,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_8,KARNATAKA,South,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,B,re_loan_normal_approved,minus_15,GUJARAT,West,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,E,,DD,KARNATAKA,South,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,D,,plus_7,BIHAR,East,0,0.0,0,12000,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_13,KARNATAKA,South,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,E,,minus_6,TAMIL NADU,South,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,H,re_loan_normal_approved,minus_9,WEST BENGAL,East,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_3,HARYANA,North,1,13300.0,1,10300,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_6,HARYANA,North,0,0.0,0,3000,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,C,re_loan_normal_approved,plus_1,,,1,13400.0,1,14500,10000.0
2026-03-30,2026-03-01,<10K,>45D,Old,NF,re_loan_normal_approved,plus_31_60,RAJASTHAN,North,1,6700.0,0,5300,10000.0
2026-03-30,2026-03-01,10K-20K,36-40D,New,D,,plus_3,MADHYA PRADESH,West,1,13400.0,0,13500,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,D,,DD,HARYANA,North,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_5,MAHARASHTRA,West,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_8,MAHARASHTRA,West,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_15,GOA,West,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,A,,minus_1,WEST BENGAL,East,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,D,re_loan_normal_approved,minus_1,UTTAR PRADESH,North,1,13400.0,1,13400,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,minus_3,UTTAR PRADESH,North,1,13400.0,1,9600,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,minus_15,UTTAR PRADESH,North,0,0.0,0,3800,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,C,,DD,KERALA,South,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,D,,minus_2,KARNATAKA,South,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,B,re_loan_normal_approved,minus_9,ANDHRA PRADESH,South,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,minus_3,RAJASTHAN,North,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,minus_8,MAHARASHTRA,West,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_7,UTTAR PRADESH,North,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,A,,minus_6,GUJARAT,West,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_11,BIHAR,East,1,13300.0,1,6500,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_4,UTTAR PRADESH,North,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,minus_4,UTTAR PRADESH,North,1,13300.0,1,13330,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,minus_4,TELANGANA,South,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_13,MADHYA PRADESH,West,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,minus_15,TAMIL NADU,South,1,13300.0,1,13300,10000.0
2026-03-30,2026-03-01,<10K,31-35D,New,B,,minus_15,TELANGANA,South,0,0.0,0,1650,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,C,,minus_11,GUJARAT,West,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,DD,UTTARAKHAND,North,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,C,re_loan_normal_approved,plus_90+,ANDHRA PRADESH,South,1,13200.0,0,,10000.0
2026-03-30,2026-03-01,10K-20K,36-40D,Old,B,re_loan_normal_approved,plus_8_10,MAHARASHTRA,West,1,13200.0,1,15000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,minus_6,KARNATAKA,South,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_13,KARNATAKA,South,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,minus_6,JHARKHAND,East,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,B,re_loan_normal_approved,minus_7,MAHARASHTRA,West,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,D,re_loan_normal_approved,plus_90+,CHHATTISGARH,East,1,13200.0,0,,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,minus_5,TAMIL NADU,South,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,<10K,>45D,New,F,,plus_1,KARNATAKA,South,1,6600.0,0,5600,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,minus_4,MADHYA PRADESH,West,1,13200.0,1,2200,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,minus_5,MADHYA PRADESH,West,0,0.0,0,2000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,minus_7,MADHYA PRADESH,West,0,0.0,0,3000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,minus_8,MADHYA PRADESH,West,0,0.0,0,2000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,minus_10,MADHYA PRADESH,West,0,0.0,0,4000,10000.0
2026-03-30,2026-03-01,<10K,31-35D,New,E,,plus_2,TELANGANA,South,1,6600.0,1,7200,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,D,re_loan_normal_approved,DD,MADHYA PRADESH,West,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,D,,plus_7,MADHYA PRADESH,West,1,13200.0,0,10000,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,C,,plus_2,UTTAR PRADESH,North,1,13200.0,1,14400,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,A,,minus_3,GUJARAT,West,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_8,DELHI,North,0,0.0,0,1000,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_10,DELHI,North,0,0.0,0,800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_12,DELHI,North,0,0.0,0,1000,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_14,DELHI,North,0,0.0,0,600,10000.0
2026-03-30,2026-03-01,10K-20K,36-40D,New,D,,plus_5,TAMIL NADU,South,1,13200.0,1,13085,10000.0
2026-03-30,2026-03-01,10K-20K,36-40D,New,D,,minus_15,TAMIL NADU,South,0,0.0,0,500,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,B,re_loan_normal_approved,minus_10,BIHAR,East,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,A,re_loan_normal_approved,plus_1,RAJASTHAN,North,1,13200.0,1,14300,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,minus_4,UTTAR PRADESH,North,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_12,PUNJAB,North,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,D,,plus_16_20,TAMIL NADU,South,1,13200.0,0,4500,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,D,,plus_5,TAMIL NADU,South,0,0.0,0,2000,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,G,,minus_1,TAMIL NADU,South,1,13200.0,0,200,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,C,re_loan_normal_approved,minus_10,TELANGANA,South,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,Old,A,re_loan_normal_approved,minus_14,KARNATAKA,South,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,D,,minus_1,KARNATAKA,South,1,13200.0,1,13200,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_6,GUJARAT,West,1,13200.0,1,8200,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,Old,D,re_loan_normal_approved,minus_13,MAHARASHTRA,West,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,C,,plus_8_10,ANDHRA PRADESH,South,1,13100.0,0,6000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,E,re_loan_normal_approved,minus_3,MAHARASHTRA,West,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,D,re_loan_normal_approved,DD,TELANGANA,South,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,H,re_loan_normal_approved,plus_90+,UTTAR PRADESH,North,1,13100.0,0,,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_11,HARYANA,North,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,<10K,<15D,Old,C,re_loan_normal_approved,minus_15,BIHAR,East,1,6550.0,1,6550,10000.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_15,KARNATAKA,South,2,12700.0,2,11700,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,H,re_loan_normal_approved,plus_90+,MADHYA PRADESH,West,1,13100.0,0,,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,C,,plus_16_20,MAHARASHTRA,West,1,13100.0,1,16000,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,E,,DD,DELHI,North,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,C,,minus_8,BIHAR,East,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_13,BIHAR,East,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,C,re_loan_normal_approved,plus_1,MAHARASHTRA,West,1,13100.0,1,14200,10000.0
2026-03-30,2026-03-01,<10K,>45D,Old,H,re_loan_normal_approved,minus_7,BIHAR,East,1,6550.0,0,50,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_15,ODISHA,East,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,Old,A,re_loan_normal_approved,DD,MAHARASHTRA,West,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,A,,minus_5,TAMIL NADU,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,A,,plus_1,BIHAR,East,1,13100.0,0,13100,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,minus_4,KARNATAKA,South,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,C,,minus_5,KERALA,South,1,13000.0,1,13000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,NF,re_loan_normal_approved,minus_1,ANDHRA PRADESH,South,1,13100.0,1,13100,10000.0
2026-03-30,2026-03-01,<10K,31-35D,New,C,,plus_2,UTTAR PRADESH,North,1,6500.0,1,7100,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,A,,DD,KERALA,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,A,,minus_7,HARYANA,North,1,13000.0,1,13000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,D,re_loan_normal_approved,minus_2,DELHI,North,1,13000.0,1,13000,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_13,MAHARASHTRA,West,1,13000.0,1,13000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,DD,MADHYA PRADESH,West,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,plus_1,UTTAR PRADESH,North,1,12900.0,1,14000,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,B,re_loan_normal_approved,minus_15,HIMACHAL PRADESH,North,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,A,,minus_2,MAHARASHTRA,West,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,G,,DD,UTTAR PRADESH,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,DD,KARNATAKA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,41-45D,Old,D,re_loan_normal_approved,plus_11_15,GUJARAT,West,1,12900.0,1,8445,10000.0
2026-03-30,2026-03-01,10K-20K,41-45D,Old,D,re_loan_normal_approved,plus_8_10,GUJARAT,West,0,0.0,0,6500,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_3,KERALA,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,Old,B,re_loan_normal_approved,minus_9,UTTARAKHAND,North,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,NF,re_loan_normal_approved,plus_90+,ANDHRA PRADESH,South,1,12900.0,0,,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_13,PUNJAB,North,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,minus_6,KARNATAKA,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_8,MANIPUR,East,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_2,ANDHRA PRADESH,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_14,ODISHA,East,2,12350.0,2,12350,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,C,re_loan_normal_approved,minus_15,ANDHRA PRADESH,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,A,,minus_5,HARYANA,North,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_13,GUJARAT,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,A,re_loan_normal_approved,minus_4,UTTAR PRADESH,North,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,minus_3,TAMIL NADU,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,plus_1,BIHAR,East,1,12800.0,1,13900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,F,,minus_1,MAHARASHTRA,West,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,minus_4,GUJARAT,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,A,,plus_1,TELANGANA,South,1,12900.0,1,14000,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_3,KARNATAKA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_8,,,1,12800.0,1,7800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_12,,,0,0.0,0,5000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,A,re_loan_normal_approved,minus_3,KERALA,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_13,MAHARASHTRA,West,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,B,,plus_8_10,GOA,West,1,12900.0,0,10000,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_10,ODISHA,East,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,minus_2,PUNJAB,North,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_6,KARNATAKA,South,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,minus_1,MADHYA PRADESH,West,1,12900.0,1,12900,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,C,,minus_5,HARYANA,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,<10K,26-30D,New,D,,DD,MAHARASHTRA,West,2,12700.0,2,8800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_11,PUNJAB,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,C,re_loan_normal_approved,DD,GUJARAT,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,<10K,>45D,Old,NF,re_loan_normal_approved,plus_90+,UTTAR PRADESH,North,2,12700.0,0,,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,minus_3,RAJASTHAN,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_15,UTTARAKHAND,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,plus_1,ANDHRA PRADESH,South,1,12800.0,1,13900,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_10,,,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,DD,PUNJAB,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,minus_1,ANDHRA PRADESH,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_12,KARNATAKA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,DD,CHHATTISGARH,East,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,D,,plus_3,MAHARASHTRA,West,1,12800.0,1,14100,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,plus_2,ANDHRA PRADESH,South,1,12800.0,1,14000,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,DD,UTTARAKHAND,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_12,ANDHRA PRADESH,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,minus_1,RAJASTHAN,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,A,,DD,HARYANA,North,1,12800.0,1,10800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_9,PUNJAB,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,DD,TELANGANA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,B,,DD,KERALA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,B,re_loan_normal_approved,minus_15,UTTAR PRADESH,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,D,,plus_4,HARYANA,North,1,12800.0,0,10000,10000.0
2026-03-30,2026-03-01,<10K,26-30D,New,F,,DD,DELHI,North,2,12800.0,2,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_6,TELANGANA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,<10K,26-30D,New,F,,DD,UTTAR PRADESH,North,2,12800.0,2,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,F,,minus_5,PUNJAB,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_12,GUJARAT,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_9,UTTAR PRADESH,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,E,,minus_1,KARNATAKA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_11,ANDHRA PRADESH,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,F,,plus_5,ANDHRA PRADESH,South,1,12800.0,0,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_4,HIMACHAL PRADESH,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_9,MADHYA PRADESH,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,Old,D,re_loan_normal_approved,minus_4,KARNATAKA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,F,,minus_15,UTTAR PRADESH,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,E,,minus_1,RAJASTHAN,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,<10K,31-35D,New,F,,plus_3,PUNJAB,North,1,6400.0,1,7050,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,F,,minus_11,KARNATAKA,South,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,E,,plus_1,TAMIL NADU,South,1,12800.0,1,13900,10000.0
2026-03-30,2026-03-01,10K-20K,36-40D,New,C,,plus_8_10,WEST BENGAL,East,1,12800.0,1,4300,10000.0
2026-03-30,2026-03-01,10K-20K,36-40D,New,C,,plus_5,WEST BENGAL,East,0,0.0,0,10000,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,F,,minus_13,HIMACHAL PRADESH,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,F,,minus_3,MADHYA PRADESH,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,E,,minus_1,MADHYA PRADESH,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,E,,minus_7,MAHARASHTRA,West,1,12800.0,1,4300,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,E,,minus_8,MAHARASHTRA,West,0,0.0,0,8500,10000.0
2026-03-30,2026-03-01,<10K,>45D,New,F,,plus_8_10,RAJASTHAN,North,1,6400.0,0,5000,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,C,,minus_7,,,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,F,,minus_15,MADHYA PRADESH,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,E,,minus_6,MAHARASHTRA,West,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,E,,minus_12,UTTAR PRADESH,North,1,12800.0,1,12800,10000.0
2026-03-30,2026-03-01,<10K,26-30D,New,F,,minus_2,MADHYA PRADESH,West,1,6400.0,1,10900,10000.0
2026-03-30,2026-03-01,<10K,21-25D,New,F,,minus_3,ODISHA,East,2,12700.0,2,12700,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,C,,minus_1,ANDHRA PRADESH,South,1,12400.0,1,12400,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,F,,minus_1,TAMIL NADU,South,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,E,,minus_10,UTTAR PRADESH,North,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,E,,minus_3,ODISHA,East,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,D,re_loan_normal_approved,plus_90+,JHARKHAND,East,1,12600.0,0,,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,E,,minus_15,KARNATAKA,South,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_15,TELANGANA,South,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,Old,C,re_loan_normal_approved,minus_7,ANDHRA PRADESH,South,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_15,UTTAR PRADESH,North,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,minus_7,KERALA,South,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,Old,D,re_loan_normal_approved,plus_2,HIMACHAL PRADESH,North,1,12600.0,1,13800,10000.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,D,re_loan_normal_approved,minus_11,KARNATAKA,South,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,16-25D,Old,E,re_loan_normal_approved,minus_6,MAHARASHTRA,West,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,C,,DD,DELHI,North,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,DD,HARYANA,North,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,B,,minus_3,ANDHRA PRADESH,South,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,plus_6,UTTARAKHAND,North,1,12600.0,0,9500,10000.0
2026-03-30,2026-03-01,10K-20K,31-35D,New,B,,plus_3,UTTARAKHAND,North,0,0.0,0,4000,10000.0
2026-03-30,2026-03-01,10K-20K,21-25D,New,D,,minus_1,UTTAR PRADESH,North,1,12600.0,1,12600,10000.0
2026-03-30,2026-03-01,<10K,26-30D,New,C,,minus_10,UTTAR PRADESH,North,0,0.0,0,600,10000.0
2026-03-30,2026-03-01,<10K,26-30D,New,C,,minus_15,UTTAR PRADESH,North,0,0.0,0,300,10000.0
