Due_date,Due_month,Due_band,Tenure_band,new_old,disbursal_category,reloan_type,payment_tenure,state,zone,cnt_due,amt_due,cnt_paid,collection_amount,sanction_amount
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_3,,,1,6720.0,1,6720,5600.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,DD,UTTAR PRADESH,North,9,61390.0,9,60890,52000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_5,,,2,8778.0,2,8778,7400.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,D,,minus_2,KARNATAKA,South,1,34510.0,1,34510,29000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_2,TELANGANA,South,1,15232.0,1,15232,12800.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,DD,KERALA,South,2,26180.0,2,26180,32000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_9,MAHARASHTRA,West,1,14280.0,1,16280,27000.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,minus_1,ANDHRA PRADESH,South,2,14875.0,2,11025,12500.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_4,ODISHA,East,1,5474.0,1,4900,4600.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_8,ODISHA,East,0,0.0,0,400,4600.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_9,ODISHA,East,1,9040.0,1,9104,12600.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_10,ODISHA,East,0,0.0,0,110,9200.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,E,re_loan_normal_approved,minus_13,MADHYA PRADESH,West,1,18088.0,1,18088,15200.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_7,MAHARASHTRA,West,2,32130.0,2,32130,27000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,D,,DD,ANDHRA PRADESH,South,1,35462.0,1,35462,29800.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,DD,UTTAR PRADESH,North,4,27072.0,4,27072,22800.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,plus_1,UTTARAKHAND,North,1,8330.0,1,9100,7000.0
2026-03-30,2026-03-01,<10K,<15D,New,A,,minus_9,TAMIL NADU,South,1,8449.0,1,8449,7100.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,DD,KERALA,South,4,52892.0,4,52892,44800.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,C,,DD,BIHAR,East,2,47600.0,2,47600,105000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,C,,minus_1,BIHAR,East,1,23800.0,1,38800,85000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,DD,TAMIL NADU,South,3,40220.0,3,40220,46000.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,DD,TELANGANA,South,2,16540.0,2,16540,14000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_9,UTTAR PRADESH,North,2,27378.0,2,27378,23100.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,DD,MAHARASHTRA,West,2,32010.0,2,32010,27000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_6,KARNATAKA,South,3,40020.0,3,34280,34000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_13,ANDHRA PRADESH,South,2,29669.0,2,29669,25100.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_7,DELHI,North,2,10769.0,2,10769,9100.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_5,UTTAR PRADESH,North,4,28091.0,4,25291,28900.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_15,BIHAR,East,0,0.0,0,1700,150000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,ANDHRA PRADESH,South,3,41050.0,3,41050,35000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_5,MAHARASHTRA,West,3,43580.0,3,43580,37000.0
2026-03-30,2026-03-01,<10K,16-25D,New,A,,minus_1,BIHAR,East,2,12086.0,2,12086,10200.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,minus_1,RAJASTHAN,North,1,10948.0,1,10948,9200.0
2026-03-30,2026-03-01,<10K,26-30D,New,D,,plus_8_10,BIHAR,East,3,24910.0,2,27350,21000.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_7,UTTAR PRADESH,North,3,13076.0,3,13076,11100.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,GUJARAT,West,5,61660.0,5,61660,52000.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,minus_1,MAHARASHTRA,West,5,30570.0,5,30570,26000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,C,,minus_2,TELANGANA,South,2,53300.0,2,53300,45000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,ANDHRA PRADESH,South,4,31790.0,4,31790,27000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,minus_2,DELHI,North,2,29364.0,2,29364,24800.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_4,,,2,53550.0,2,53550,45000.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_5,UTTARAKHAND,North,1,35462.0,1,35462,29800.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_7,RAJASTHAN,North,2,15270.0,2,15270,13000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,BIHAR,East,4,61440.0,4,44440,52000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,B,,DD,HARYANA,North,2,53350.0,2,53350,45000.0
2026-03-30,2026-03-01,30K-40K,<15D,New,E,,minus_5,GUJARAT,West,1,35581.0,1,35581,29900.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,UTTAR PRADESH,North,4,51580.0,4,44980,76000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,A,,DD,MAHARASHTRA,West,7,246900.0,7,252000,240000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_5,ANDHRA PRADESH,South,3,43690.0,3,43690,37000.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,DD,UTTAR PRADESH,North,3,14725.0,3,14710,12500.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,minus_14,UTTAR PRADESH,North,0,0.0,0,15,2500.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,C,,DD,UTTAR PRADESH,North,3,76500.0,3,76500,65000.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,DD,MAHARASHTRA,West,1,9639.0,1,9639,8100.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,DD,ANDHRA PRADESH,South,2,18684.0,2,11184,15900.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_7,ANDHRA PRADESH,South,1,23324.0,1,25324,39600.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_6,BIHAR,East,2,13688.0,2,13688,11600.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,E,,minus_1,GUJARAT,West,1,22491.0,1,22491,18900.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_5,GUJARAT,West,4,53624.0,4,53624,45600.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_8,MAHARASHTRA,West,3,49320.0,3,41770,42000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_4,HARYANA,North,3,40731.0,3,40731,34900.0
2026-03-30,2026-03-01,10K-20K,<15D,New,E,,minus_9,MAHARASHTRA,West,2,22520.0,2,22520,19000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_12,UTTAR PRADESH,North,3,18295.0,3,18805,19100.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_8,GUJARAT,West,1,9758.0,1,9748,8200.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_7,GUJARAT,West,1,17850.0,1,19850,45000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_2,MAHARASHTRA,West,2,13507.0,2,13507,11400.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_9,BIHAR,East,2,29350.0,2,39350,35000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,minus_2,MAHARASHTRA,West,2,53550.0,2,53550,45000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,PUNJAB,North,4,59078.0,4,59038,74200.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_9,MAHARASHTRA,West,3,23145.0,3,25145,31700.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_5,TELANGANA,South,1,15708.0,1,15708,13200.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_4,TAMIL NADU,South,1,11781.0,1,11781,9900.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,KERALA,South,3,43662.0,3,43662,37000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_7,TELANGANA,South,2,8130.0,2,8130,7000.0
2026-03-30,2026-03-01,<10K,>45D,New,D,,plus_26_30 ,UTTAR PRADESH,North,2,16540.0,0,2395,14000.0
2026-03-30,2026-03-01,20K-30K,>45D,New,D,,plus_90+,CHANDIGARH,North,2,53300.0,0,,45000.0
2026-03-30,2026-03-01,<10K,>45D,New,C,,plus_16_20,UTTAR PRADESH,North,1,7434.0,0,1487,6300.0
2026-03-30,2026-03-01,<10K,>45D,New,C,,plus_11_15,UTTAR PRADESH,North,0,0.0,0,4813,6300.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_4,ANDHRA PRADESH,South,1,7973.0,1,7973,6700.0
2026-03-30,2026-03-01,<10K,16-25D,Old,NF,re_loan_normal_approved,minus_1,TELANGANA,South,1,4998.0,1,4998,4200.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_4,HARYANA,North,2,52750.0,2,52750,45000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_4,RAJASTHAN,North,3,21880.0,3,21880,19000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,DD,UTTAR PRADESH,North,1,18445.0,1,22515,35500.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,KARNATAKA,South,3,41350.0,3,41350,35000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,minus_2,UTTAR PRADESH,North,2,11305.0,2,11305,9500.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,MAHARASHTRA,West,3,49320.0,3,54320,52000.0
2026-03-30,2026-03-01,<10K,16-25D,Old,A,re_loan_normal_approved,minus_1,MAHARASHTRA,West,1,3332.0,1,3332,2800.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_4,MAHARASHTRA,West,2,13922.0,2,7962,11900.0
2026-03-30,2026-03-01,<10K,>45D,New,C,,plus_90+,,,2,16440.0,0,,14000.0
2026-03-30,2026-03-01,10K-20K,26-30D,New,D,,plus_8_10,RAJASTHAN,North,1,12036.0,0,12036,10200.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,HARYANA,North,3,15180.0,3,15180,13000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_5,UTTAR PRADESH,North,2,57675.0,2,57675,49500.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,DD,TAMIL NADU,South,5,35160.0,5,35160,35000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,minus_1,UTTAR PRADESH,North,1,13452.0,1,13452,11400.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,plus_1,MADHYA PRADESH,West,2,12920.0,2,14130,17000.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_7,MAHARASHTRA,West,4,32260.0,4,32260,28000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,UTTAR PRADESH,North,9,61850.0,9,61850,53000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,RAJASTHAN,North,5,36761.0,5,36761,31300.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,B,,DD,UTTAR PRADESH,North,2,53100.0,2,53100,45000.0
2026-03-30,2026-03-01,10K-20K,>45D,New,A,,plus_90+,HARYANA,North,1,14396.0,0,,12200.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,plus_2,BIHAR,East,1,29500.0,1,32500,50000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,B,,plus_1,MAHARASHTRA,West,2,53100.0,2,58050,45000.0
2026-03-30,2026-03-01,10K-20K,<15D,Old,A,re_loan_normal_approved,minus_10,DELHI,North,1,15340.0,1,15340,13000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_9,,,1,11800.0,1,21800,34000.0
2026-03-30,2026-03-01,<10K,<15D,Old,E,re_loan_normal_approved,minus_8,HARYANA,North,1,2006.0,1,2006,1700.0
2026-03-30,2026-03-01,<10K,16-25D,Old,F,re_loan_normal_approved,DD,RAJASTHAN,North,1,7670.0,1,7670,6500.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,C,,plus_1,TAMIL NADU,South,1,21358.0,1,23349,18100.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,C,,minus_1,ANDHRA PRADESH,South,3,45900.0,3,45900,39000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_4,HARYANA,North,2,15260.0,2,15260,13000.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,PUNJAB,North,3,20348.0,3,20348,17300.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_6,UTTARAKHAND,North,1,3422.0,1,3422,2900.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_7,HARYANA,North,2,15600.0,2,15600,13500.0
2026-03-30,2026-03-01,<10K,<15D,New,B,,minus_3,UTTAR PRADESH,North,1,6490.0,1,6490,5500.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_14,MAHARASHTRA,West,1,17700.0,1,18350,45000.0
2026-03-30,2026-03-01,20K-30K,<15D,Old,B,re_loan_normal_approved,minus_6,ANDHRA PRADESH,South,1,20060.0,1,20060,17000.0
2026-03-30,2026-03-01,30K-40K,>45D,New,C,,plus_90+,CHANDIGARH,North,4,140100.0,0,,120000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,DD,ANDHRA PRADESH,South,4,32800.0,4,32800,28000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_7,MAHARASHTRA,West,2,23418.0,2,23418,20100.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_3,ANDHRA PRADESH,South,2,31620.0,2,31620,27000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_3,GUJARAT,West,3,46450.0,3,48450,55000.0
2026-03-30,2026-03-01,<10K,16-25D,New,C,,DD,RAJASTHAN,North,1,6018.0,1,6018,5100.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_5,MAHARASHTRA,West,3,81850.0,3,83850,95000.0
2026-03-30,2026-03-01,<10K,<15D,New,A,,minus_4,NA,Others,1,2006.0,1,2006,1700.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,D,,DD,DELHI,North,2,31560.0,2,31560,27000.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_3,TELANGANA,South,4,139500.0,4,139500,120000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_4,GUJARAT,West,1,11564.0,1,14564,24800.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_5,KARNATAKA,South,3,39880.0,3,33080,34000.0
2026-03-30,2026-03-01,<10K,21-25D,New,C,,plus_4,HARYANA,North,1,6608.0,1,7392,5600.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_9,KARNATAKA,South,2,31560.0,2,31560,27000.0
2026-03-30,2026-03-01,30K-40K,16-25D,New,B,,DD,MAHARASHTRA,West,3,105300.0,3,105300,180000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_8,RAJASTHAN,North,1,11564.0,1,11564,9800.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,B,,DD,MAHARASHTRA,West,2,52900.0,2,52900,45000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,minus_1,CHHATTISGARH,East,2,15260.0,2,15260,13000.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,DD,MAHARASHTRA,West,2,16278.0,2,16278,21600.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,WEST BENGAL,East,2,16400.0,2,16400,14000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_9,KERALA,South,1,12390.0,1,12390,10500.0
2026-03-30,2026-03-01,<10K,16-25D,New,F,,DD,KARNATAKA,South,8,57000.0,8,57000,49000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_9,DELHI,North,1,25134.0,1,25134,21300.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_6,DELHI,North,1,23600.0,1,23600,80000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_2,UTTAR PRADESH,North,3,40950.0,3,40950,35000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_5,TAMIL NADU,South,2,15040.0,2,15040,13000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_4,UTTAR PRADESH,North,6,37970.0,6,37970,33000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_3,KERALA,South,3,22250.0,3,22250,19000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_3,ANDHRA PRADESH,South,2,8180.0,2,8180,7000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_6,RAJASTHAN,North,2,18720.0,2,18720,48000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_4,KARNATAKA,South,2,16440.0,2,16440,14000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_5,TELANGANA,South,2,16040.0,2,16040,14000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,GUJARAT,West,2,16460.0,2,16460,14000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_3,UTTAR PRADESH,North,3,36860.0,3,36860,32000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_4,WEST BENGAL,East,2,11055.0,2,11055,9500.0
2026-03-30,2026-03-01,10K-20K,<15D,New,F,,minus_2,BIHAR,East,1,13806.0,1,13806,11800.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,DD,KERALA,South,1,23985.0,1,23985,20500.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_2,UTTAR PRADESH,North,2,69485.0,2,69485,59900.0
2026-03-30,2026-03-01,<10K,<15D,Old,F,re_loan_normal_approved,minus_11,KERALA,South,1,3042.0,1,3042,2600.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,D,re_loan_normal_approved,plus_16_20,KARNATAKA,South,0,0.0,0,629,72000.0
2026-03-30,2026-03-01,10K-20K,>45D,Old,D,re_loan_normal_approved,minus_5,KARNATAKA,South,0,0.0,0,1500,84000.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_4,KARNATAKA,South,2,16140.0,2,16140,14000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,DD,RAJASTHAN,North,1,5967.0,1,5967,5100.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,DD,BIHAR,East,2,12342.0,2,12342,10600.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,B,,DD,KARNATAKA,South,2,44143.0,2,44143,37900.0
2026-03-30,2026-03-01,10K-20K,<15D,New,C,,minus_3,MAHARASHTRA,West,2,22632.0,2,21400,19600.0
2026-03-30,2026-03-01,<10K,16-25D,New,A,,minus_1,MAHARASHTRA,West,1,7254.0,1,7254,6200.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_3,RAJASTHAN,North,1,5967.0,1,5967,5100.0
2026-03-30,2026-03-01,<10K,<15D,Old,C,re_loan_normal_approved,minus_8,MADHYA PRADESH,West,1,9945.0,1,9945,8500.0
2026-03-30,2026-03-01,<10K,>45D,New,D,,plus_16_20,UTTAR PRADESH,North,1,9360.0,0,8196,14000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,DD,UTTARAKHAND,North,1,19071.0,1,19071,16300.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_10,TAMIL NADU,South,3,17370.0,3,17370,31000.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_2,UTTAR PRADESH,North,4,31430.0,4,31430,27000.0
2026-03-30,2026-03-01,<10K,<15D,New,A,,minus_5,MAHARASHTRA,West,1,2808.0,1,2808,2400.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_6,KARNATAKA,South,3,15110.0,3,12610,13000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_5,ANDHRA PRADESH,South,5,38470.0,5,35470,33000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_8,UTTAR PRADESH,North,4,31310.0,4,31810,32000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_14,ANDHRA PRADESH,South,1,23400.0,1,26800,80000.0
2026-03-30,2026-03-01,<10K,31-35D,New,F,,plus_11_15,ANDHRA PRADESH,South,1,4095.0,0,4000,3500.0
2026-03-30,2026-03-01,<10K,31-35D,New,F,,minus_5,ANDHRA PRADESH,South,0,0.0,0,300,3500.0
2026-03-30,2026-03-01,<10K,31-35D,New,F,,minus_6,ANDHRA PRADESH,South,0,0.0,0,20,3500.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,DD,ODISHA,East,2,56750.0,2,56750,50000.0
2026-03-30,2026-03-01,<10K,<15D,New,H,,minus_2,MAHARASHTRA,West,1,1725.0,1,1725,1500.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_2,TAMIL NADU,South,2,30324.0,2,30324,26200.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_10,TELANGANA,South,2,10520.0,2,10520,9000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_6,ANDHRA PRADESH,South,1,3335.0,1,6335,7900.0
2026-03-30,2026-03-01,10K-20K,>45D,New,A,,plus_90+,ODISHA,East,1,15093.0,0,,12900.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,DD,TAMIL NADU,South,2,30600.0,2,30600,27000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_2,MAHARASHTRA,West,3,81700.0,3,81700,70000.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,C,,plus_3,PUNJAB,North,1,23751.0,1,26390,20300.0
2026-03-30,2026-03-01,10K-20K,16-25D,Old,E,re_loan_normal_approved,DD,HARYANA,North,1,14625.0,1,14625,12500.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,DD,HARYANA,North,1,4095.0,1,4095,3500.0
2026-03-30,2026-03-01,30K-40K,<15D,New,A,,minus_2,RAJASTHAN,North,3,102690.0,3,102690,88500.0
2026-03-30,2026-03-01,<10K,16-25D,New,B,,DD,KERALA,South,2,15160.0,2,15160,13000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,A,,DD,TAMIL NADU,South,2,29367.0,2,29367,25100.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_9,KERALA,South,1,10413.0,1,10413,17800.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_3,GUJARAT,West,1,5967.0,1,5967,5100.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_2,ANDHRA PRADESH,South,1,4446.0,1,4446,7600.0
2026-03-30,2026-03-01,10K-20K,<15D,New,D,,minus_8,KERALA,South,1,17901.0,1,17901,15300.0
2026-03-30,2026-03-01,<10K,<15D,Old,NF,re_loan_normal_approved,minus_3,MAHARASHTRA,West,2,10330.0,2,10330,9000.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_4,KARNATAKA,South,1,8190.0,1,8190,7000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,A,,minus_3,KARNATAKA,South,1,10530.0,1,10530,9000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,plus_4,UTTAR PRADESH,North,1,10672.0,1,512,9200.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,plus_1,UTTAR PRADESH,North,0,0.0,0,11172,18400.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_14,GUJARAT,West,1,2457.0,1,2457,2100.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_2,TAMIL NADU,South,2,50695.0,2,49695,43500.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_2,MAHARASHTRA,West,2,58250.0,2,41750,75000.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_14,BIHAR,East,1,1755.0,1,1755,1500.0
2026-03-30,2026-03-01,20K-30K,<15D,New,B,,minus_1,MAHARASHTRA,West,2,52000.0,2,52000,45000.0
2026-03-30,2026-03-01,10K-20K,<15D,New,B,,minus_3,MAHARASHTRA,West,3,35172.0,3,35172,30600.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_5,MADHYA PRADESH,West,3,16759.0,3,16759,14700.0
2026-03-30,2026-03-01,<10K,16-25D,New,E,,DD,JHARKHAND,East,3,19890.0,3,19890,17000.0
2026-03-30,2026-03-01,10K-20K,16-25D,New,B,,DD,HARYANA,North,1,12285.0,1,12285,10500.0
2026-03-30,2026-03-01,20K-30K,>45D,New,A,,plus_6,TELANGANA,South,1,29000.0,0,25000,200000.0
2026-03-30,2026-03-01,<10K,16-25D,New,D,,plus_1,TELANGANA,South,2,16320.0,2,17860,14000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_4,RAJASTHAN,North,1,29250.0,1,20000,50000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_5,RAJASTHAN,North,0,0.0,0,17250,75000.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_12,ANDHRA PRADESH,South,1,3248.0,1,3248,2800.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_11,HIMACHAL PRADESH,North,1,1638.0,1,1638,1400.0
2026-03-30,2026-03-01,20K-30K,16-25D,New,A,,minus_1,BIHAR,East,1,20709.0,1,20709,17700.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,DD,TAMIL NADU,South,5,31370.0,5,21080,35600.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_7,TAMIL NADU,South,0,0.0,0,590,2600.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_12,TAMIL NADU,South,0,0.0,0,1400,2600.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_1,MAHARASHTRA,West,3,16760.0,3,16760,14500.0
2026-03-30,2026-03-01,<10K,<15D,New,A,,minus_7,MADHYA PRADESH,West,1,9660.0,1,9660,8400.0
2026-03-30,2026-03-01,<10K,<15D,New,E,,minus_4,KARNATAKA,South,2,10440.0,2,10440,9000.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_1,JHARKHAND,East,2,8236.0,2,8236,7100.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_1,ANDHRA PRADESH,South,3,19540.0,3,19540,17000.0
2026-03-30,2026-03-01,<10K,<15D,New,F,,minus_1,UTTAR PRADESH,North,2,12644.0,2,9144,10900.0
2026-03-30,2026-03-01,<10K,<15D,New,D,,minus_3,UTTAR PRADESH,North,2,10260.0,2,10260,9200.0
2026-03-30,2026-03-01,<10K,<15D,New,C,,minus_1,PUNJAB,North,2,15080.0,2,15080,13000.0
2026-03-30,2026-03-01,20K-30K,<15D,New,A,,minus_3,DELHI,North,1,26796.0,1,26796,23100.0
